 ,PLAYER,TEAM,AGE,GP,W,L,MIN,OFFRTG,DEFRTG,NETRTG,AST%,AST/TO,AST RATIO,OREB%,DREB%,REB%,TO RATIO,EFG%,TS%,USG%,PACE,PIE,POSS
360,Brandon Boston Jr.,LAC,22,8,6,2,7.4,100.0,137.0,-37.0,11.4,1.33,9.5,4.9,9.3,7.0,7.1,46.9,52.0,26.4,98.82,6.0,124
360,Bryce McGowens,CHA,21,33,6,27,17.1,106.7,118.9,-12.2,7.7,1.55,15.4,2.1,8.5,5.3,10.0,53.4,56.6,13.1,98.39,4.6,1158
360,Colby Jones,SAC,21,15,6,9,7.4,108.8,109.3,-0.5,12.0,1.80,15.8,7.1,11.1,9.0,8.8,39.3,40.4,17.4,98.92,4.2,228
360,Emoni Bates,CLE,19,10,6,4,7.6,90.6,125.6,-35.1,12.2,6.00,18.2,1.3,11.8,6.5,3.0,34.0,34.8,15.3,100.83,3.0,159
360,Hunter Tyson,DEN,23,8,6,2,2.5,111.4,109.5,1.8,5.9,0.00,20.0,0.0,26.3,13.9,0.0,25.0,25.0,9.1,105.26,0.0,44
360,Ja Morant,MEM,24,9,6,3,35.3,111.0,111.1,-0.2,38.4,2.70,24.5,1.9,13.4,7.7,9.1,51.2,57.0,29.6,101.08,15.7,675
360,Jacob Gilyard,MEM,25,25,6,19,16.4,107.1,119.4,-12.3,29.5,5.40,45.0,1.6,5.1,3.2,8.3,56.0,56.3,10.5,96.89,7.4,832
360,Jae Crowder,MIL,33,11,6,5,24.8,109.6,121.3,-11.7,7.7,3.75,17.2,1.4,12.8,6.8,4.6,65.1,65.1,11.0,104.44,7.6,594
360,Jarace Walker,IND,20,14,6,8,10.4,116.5,118.9,-2.4,16.5,2.71,21.8,3.3,10.4,6.6,8.0,50.0,52.4,18.4,105.92,7.9,322
360,Julian Champagnie,SAS,22,35,6,29,15.5,104.5,115.7,-11.2,8.8,1.42,14.3,2.4,11.7,6.9,10.1,55.7,58.9,15.5,103.70,7.5,1171
360,LaMelo Ball,CHA,22,19,6,13,32.7,111.3,118.1,-6.8,38.6,1.97,23.5,3.9,12.2,7.9,11.9,53.5,58.1,31.4,103.23,14.1,1332
360,Mason Plumlee,LAC,33,10,6,4,15.8,109.3,115.0,-5.7,9.7,2.20,18.6,7.4,21.9,14.8,8.5,74.2,70.4,13.0,100.30,12.4,333
360,Matt Ryan,NOP,26,13,6,7,22.9,112.2,107.4,4.8,6.2,0.88,11.9,1.6,7.5,4.7,13.6,65.1,67.9,14.3,104.40,6.7,647
360,Miles Bridges,CHA,25,29,6,23,36.7,107.3,118.4,-11.1,13.0,1.46,12.8,2.1,18.0,9.7,8.8,52.8,56.1,23.5,99.56,11.2,2209
360,Moussa Diabate,LAC,21,10,6,4,5.8,117.9,122.6,-4.7,10.0,2.00,13.3,23.0,9.7,16.3,6.7,50.0,58.0,17.6,96.46,13.2,117
360,Otto Porter Jr.,TOR,30,15,6,9,11.6,112.2,107.5,4.7,5.8,4.00,18.2,3.2,13.0,8.0,4.5,54.5,56.8,8.3,103.13,5.4,376
360,P.J. Tucker,LAC,38,15,6,9,15.9,109.9,110.5,-0.5,4.3,2.00,25.0,6.6,11.3,9.0,12.5,44.7,49.2,4.3,99.49,2.2,494
360,Richaun Holmes,DAL,30,17,6,11,10.1,101.9,106.1,-4.2,7.7,0.90,12.5,12.2,18.6,15.2,13.9,50.0,51.0,14.7,101.71,8.6,366
360,Terry Rozier,CHA,29,29,6,23,35.5,109.0,121.9,-12.9,30.8,3.18,23.1,1.6,10.0,5.6,7.3,53.7,57.8,27.0,99.56,13.1,2135
360,Wendell Carter Jr.,ORL,24,16,6,10,24.1,106.0,106.4,-0.3,10.2,1.37,14.3,7.6,19.3,13.4,10.4,57.6,61.0,17.2,100.24,11.3,810
360,Zach Collins,SAS,26,33,6,27,25.9,107.2,118.4,-11.3,18.9,1.43,19.8,7.0,15.2,11.0,13.8,55.0,58.3,21.5,102.70,9.2,1828
383,Blake Wesley,SAS,20,21,5,16,9.5,102.7,109.7,-6.9,28.7,4.88,35.1,2.2,7.8,4.7,7.2,50.0,50.8,14.7,104.24,6.8,437
383,Danilo Gallinari,DET,35,27,5,22,14.9,111.8,120.0,-8.2,12.1,2.83,16.9,2.9,16.3,9.6,6.0,51.9,59.5,17.6,103.51,9.7,871
383,Derrick Rose,MEM,35,17,5,12,17.9,102.6,106.0,-3.4,29.5,2.59,26.3,2.1,7.0,4.6,10.1,48.0,51.7,22.1,101.83,10.0,645
383,Ish Smith,CHA,35,33,5,28,16.7,100.9,116.0,-15.2,26.4,2.51,38.6,1.7,8.6,4.9,15.4,46.3,46.8,12.7,100.27,6.1,1145
383,Jamal Cain,MIA,24,14,5,9,14.9,107.0,110.8,-3.8,2.1,0.75,3.7,5.7,8.8,7.2,4.9,50.0,53.8,15.9,99.16,6.7,428
383,Kenneth Lofton Jr.,PHI,21,16,5,11,6.4,101.8,103.6,-1.8,21.2,1.75,20.9,1.6,15.5,7.7,11.9,39.7,42.8,20.7,105.22,4.7,224
383,Kris Murray,POR,23,25,5,20,12.6,105.3,107.9,-2.6,7.2,1.23,13.2,4.9,9.7,7.0,10.7,48.3,50.1,13.4,100.58,7.1,661
383,Luka Garza,MIN,25,8,5,3,2.8,100.0,98.1,1.9,13.3,1.00,8.3,13.3,15.4,14.3,8.3,31.3,38.4,33.3,113.68,0.0,54
383,Maxi Kleber,DAL,31,8,5,3,17.7,111.5,118.4,-6.9,14.6,2.14,28.3,4.0,17.0,10.1,13.2,42.0,47.9,11.3,103.73,4.7,304
383,Maxwell Lewis,LAL,21,13,5,8,4.3,73.2,102.5,-29.3,10.0,0.60,17.6,1.7,3.2,2.5,29.4,16.7,16.7,10.2,104.48,-2.7,123
383,Nick Richards,CHA,26,32,5,27,24.3,106.4,120.4,-14.0,5.2,0.93,10.5,9.8,21.9,15.7,11.3,67.5,70.8,12.6,98.82,10.6,1598
383,Nick Smith Jr.,CHA,19,25,5,20,15.0,100.7,122.3,-21.6,12.9,1.23,13.3,3.4,8.2,5.6,10.8,52.3,52.7,20.6,96.27,6.0,750
383,Olivier Sarr,OKC,24,9,5,4,7.6,113.4,106.3,7.1,3.9,1.00,10.5,10.0,25.6,18.8,10.5,63.6,68.9,10.6,100.66,8.9,142
383,Patty Mills,ATL,35,11,5,6,10.5,108.1,115.0,-6.9,8.0,1.75,18.9,1.4,7.9,4.3,10.8,65.4,65.4,10.2,102.16,4.4,247
383,Saben Lee,PHX,24,10,5,5,6.9,112.3,106.8,5.5,23.9,2.75,26.2,9.1,6.7,7.7,9.5,42.1,54.8,19.1,101.43,10.4,146
383,Taj Gibson,NYK,38,10,5,5,9.7,101.0,113.1,-12.1,7.1,2.50,23.8,5.9,11.8,8.8,9.5,50.0,50.0,7.1,102.20,2.3,205
399,Alec Burks,DET,32,35,4,31,20.1,108.1,121.7,-13.5,11.5,2.17,11.4,2.0,9.5,5.6,5.3,51.8,58.2,23.1,103.73,9.8,1527
399,Anfernee Simons,POR,24,19,4,15,33.0,107.1,123.3,-16.3,25.9,2.11,17.8,1.3,9.8,5.1,8.4,50.6,55.7,28.4,99.43,11.5,1302
399,Anthony Gill,WAS,31,24,4,20,6.1,123.0,102.4,20.6,8.1,0.91,13.5,9.4,13.5,11.6,14.9,51.1,55.7,17.4,107.31,7.9,326
399,Ausar Thompson,DET,20,42,4,38,23.9,106.2,116.8,-10.6,12.0,1.47,17.0,8.6,19.6,13.9,11.6,48.3,50.8,16.8,102.28,8.5,2119
399,Daishen Nix,MIN,21,6,4,2,3.5,137.0,111.4,25.6,0.0,0.00,0.0,0.0,4.5,2.3,0.0,50.0,45.0,17.3,101.89,2.9,46
399,Delon Wright,WAS,31,20,4,16,17.0,110.4,113.2,-2.7,24.8,6.60,37.5,2.5,10.1,6.3,5.7,42.6,48.6,13.4,103.75,9.5,737
